nbCaseTotal;nbCaseI;nbCaseJ;probaPuit;nbPuit;nbFlecheInitial;scoreInitial;etatJeuFinal;nbTours;scoreFinal;nbCaseVisitee;wumpusMort;nbMouvement;nbMouvementBloque;nbTir;nbRamasse;nbAbandon;tempsMoyenObservationIA;tempsMoyenDecisionIA;
400;20;20;0.05;24;1;200;GAGNE;71;331;60;0;69;0;0;1;0;0.0;0.0;
400;20;20;0.05;13;1;200;PERDU;2;-10;1;0;1;0;0;0;0;0.0;0.0;
400;20;20;0.05;23;1;200;GAGNE;362;40;254;0;360;0;0;1;0;0.0;0.0;
400;20;20;0.05;25;1;200;GAGNE;277;125;233;0;275;0;0;1;0;0.0;0.0;
400;20;20;0.05;22;1;200;GAGNE;223;179;191;0;221;0;0;1;0;0.0;0.0;
400;20;20;0.05;22;1;200;GAGNE;29;373;27;0;27;0;0;1;0;0.0;0.0;
400;20;20;0.05;19;1;200;GAGNE;367;35;299;0;365;0;0;1;0;0.0;0.0;
400;20;20;0.05;23;1;200;GAGNE;538;-136;366;0;536;0;0;1;0;0.0;0.0;
400;20;20;0.05;17;1;200;GAGNE;123;279;111;0;121;0;0;1;0;0.0;0.0;
400;20;20;0.05;22;1;200;GAGNE;234;168;187;0;232;0;0;1;0;0.0;0.0;
400;20;20;0.05;15;1;200;PERDU;2;-10;1;0;1;0;0;0;0;0.0;0.0;
400;20;20;0.05;19;1;200;GAGNE;22;380;18;0;20;0;0;1;0;0.0;0.0;
400;20;20;0.05;21;1;200;GAGNE;20;382;16;0;18;0;0;1;0;0.0;0.0;
400;20;20;0.05;15;1;200;GAGNE;374;28;298;0;372;0;0;1;0;0.0;0.0;
400;20;20;0.05;18;1;200;GAGNE;449;-47;348;0;447;0;0;1;0;0.0;0.0;
400;20;20;0.05;18;1;200;GAGNE;125;277;113;0;123;0;0;1;0;0.0;0.0;
400;20;20;0.05;25;1;200;PERDU;0;0;360;0;507;0;0;0;1;0.0;0.0;
400;20;20;0.05;15;1;200;PERDU;21;-29;14;0;20;0;0;0;0;0.0;0.0;
400;20;20;0.05;25;1;200;GAGNE;42;360;39;0;40;0;0;1;0;0.0;0.0;
400;20;20;0.05;19;1;200;GAGNE;181;221;147;0;179;0;0;1;0;0.0;0.0;
400;20;20;0.05;18;1;200;GAGNE;394;8;304;0;392;0;0;1;0;0.0;0.0;
400;20;20;0.05;21;1;200;GAGNE;18;384;14;0;16;0;0;1;0;0.0;0.0;
400;20;20;0.05;19;1;200;GAGNE;118;284;106;0;116;0;0;1;0;0.0;0.0;
400;20;20;0.05;15;1;200;GAGNE;100;302;80;0;98;0;0;1;0;0.0;0.0;
400;20;20;0.05;15;1;200;GAGNE;192;210;169;0;190;0;0;1;0;0.0;0.0;
400;20;20;0.05;23;1;200;GAGNE;520;-118;362;0;518;0;0;1;0;0.0;0.0;
400;20;20;0.05;20;1;200;GAGNE;469;-67;352;0;467;0;0;1;0;0.0;0.0;
400;20;20;0.05;22;1;200;GAGNE;152;250;134;0;150;0;0;1;0;0.0;0.0;
400;20;20;0.05;29;1;200;PERDU;3;-11;2;0;2;0;0;0;0;0.0;0.0;
400;20;20;0.05;18;1;200;GAGNE;414;-12;341;0;412;0;0;1;0;0.0;0.0;
400;20;20;0.05;14;1;200;GAGNE;242;160;210;0;240;0;0;1;0;0.0;0.0;
400;20;20;0.05;19;1;200;GAGNE;81;321;72;0;79;0;0;1;0;0.0;0.0;
400;20;20;0.05;12;1;200;GAGNE;59;343;53;0;57;0;0;1;0;0.0;0.0;
400;20;20;0.05;20;1;200;PERDU;2;-10;1;0;1;0;0;0;0;0.0;0.0;
400;20;20;0.05;17;1;200;GAGNE;77;325;71;0;75;0;0;1;0;0.0;0.0;
400;20;20;0.05;19;1;200;GAGNE;268;134;227;0;266;0;0;1;0;0.0;0.0;
400;20;20;0.05;15;1;200;GAGNE;190;212;170;0;188;0;0;1;0;0.0;0.0;
400;20;20;0.05;29;1;200;GAGNE;376;26;279;0;374;0;0;1;0;0.0;0.0;
400;20;20;0.05;22;1;200;PERDU;6;-14;4;0;5;0;0;0;0;0.0;0.0;
400;20;20;0.05;25;1;200;GAGNE;350;52;285;0;348;0;0;1;0;0.0;0.0;
400;20;20;0.05;16;1;200;GAGNE;405;-3;331;0;403;0;0;1;0;0.0;0.0;
400;20;20;0.05;18;1;200;GAGNE;178;224;156;0;176;0;0;1;0;0.0;0.0;
400;20;20;0.05;17;1;200;GAGNE;69;333;60;0;67;0;0;1;0;0.0;0.0;
400;20;20;0.05;16;1;200;GAGNE;102;300;92;0;100;0;0;1;0;0.0;0.0;
400;20;20;0.05;25;1;200;GAGNE;345;57;272;0;343;0;0;1;0;0.0;0.0;
400;20;20;0.05;17;1;200;GAGNE;106;296;91;0;104;0;0;1;0;0.0;0.0;
400;20;20;0.05;23;1;200;PERDU;510;-518;363;0;509;0;0;0;0;0.0;0.0;
400;20;20;0.05;17;1;200;GAGNE;62;340;55;0;60;0;0;1;0;0.0;0.0;
400;20;20;0.05;13;1;200;GAGNE;12;390;9;0;10;0;0;1;0;0.0;0.0;
400;20;20;0.05;27;1;200;GAGNE;452;-50;332;0;450;0;0;1;0;0.0;0.0;
400;20;20;0.05;23;1;200;GAGNE;184;218;152;0;182;0;0;1;0;0.0;0.0;
400;20;20;0.05;21;1;200;PERDU;2;-10;1;0;1;0;0;0;0;0.0;0.0;
400;20;20;0.05;25;1;200;GAGNE;28;374;21;0;26;0;0;1;0;0.0;0.0;
400;20;20;0.05;19;1;200;GAGNE;467;-65;337;0;465;0;0;1;0;0.0;0.0;
400;20;20;0.05;17;1;200;GAGNE;144;258;114;0;142;0;0;1;0;0.0;0.0;
400;20;20;0.05;13;1;200;GAGNE;338;64;281;0;336;0;0;1;0;0.0;0.0;
400;20;20;0.05;19;1;200;GAGNE;217;185;172;0;215;0;0;1;0;0.0;0.0;
400;20;20;0.05;19;1;200;PERDU;0;0;354;0;468;0;0;0;1;0.0;0.0;
400;20;20;0.05;14;1;200;GAGNE;237;165;211;0;235;0;0;1;0;0.0;0.0;
400;20;20;0.05;21;1;200;PERDU;20;-28;14;0;19;0;0;0;0;0.0;0.0;
400;20;20;0.05;25;1;200;GAGNE;388;14;296;0;386;0;0;1;0;0.0;0.0;
400;20;20;0.05;17;1;200;GAGNE;214;188;179;0;212;0;0;1;0;0.0;0.0;
400;20;20;0.05;21;1;200;GAGNE;21;381;16;0;19;0;0;1;0;0.0;0.0;
400;20;20;0.05;26;1;200;GAGNE;322;80;245;0;320;0;0;1;0;0.0;0.0;
400;20;20;0.05;16;1;200;GAGNE;259;143;214;0;257;0;0;1;0;0.0;0.0;
400;20;20;0.05;21;1;200;GAGNE;209;193;175;0;207;0;0;1;0;0.0;0.0;
400;20;20;0.05;14;1;200;GAGNE;153;249;141;0;151;0;0;1;0;0.0;0.0;
400;20;20;0.05;21;1;200;GAGNE;80;322;66;0;78;0;0;1;0;0.0;0.0;
400;20;20;0.05;21;1;200;GAGNE;44;358;38;0;42;0;0;1;0;0.0;0.0;
400;20;20;0.05;14;1;200;GAGNE;256;146;210;0;254;0;0;1;0;0.0;0.0;
400;20;20;0.05;18;1;200;GAGNE;103;299;88;0;101;0;0;1;0;0.0;0.0;
400;20;20;0.05;16;1;200;GAGNE;281;121;213;0;279;0;0;1;0;0.0;0.0;
400;20;20;0.05;18;1;200;PERDU;35;-43;21;0;34;0;0;0;0;0.0;0.0;
400;20;20;0.05;24;1;200;GAGNE;276;126;224;0;274;0;0;1;0;0.0;0.0;
400;20;20;0.05;21;1;200;GAGNE;315;87;269;0;313;0;0;1;0;0.0;0.0;
400;20;20;0.05;35;1;200;GAGNE;245;157;183;0;243;0;0;1;0;0.0;0.0;
400;20;20;0.05;17;1;200;GAGNE;226;176;196;0;224;0;0;1;0;0.0;0.0;
400;20;20;0.05;8;1;200;GAGNE;363;39;334;0;361;0;0;1;0;0.0;0.0;
400;20;20;0.05;15;1;200;GAGNE;284;118;244;0;282;0;0;1;0;0.0;0.0;
400;20;20;0.05;15;1;200;GAGNE;32;370;26;0;30;0;0;1;0;0.0;0.0;
400;20;20;0.05;19;1;200;GAGNE;335;67;282;0;333;0;0;1;0;0.0;0.0;
400;20;20;0.05;25;1;200;PERDU;379;-387;270;0;378;0;0;0;0;0.0;0.0;
400;20;20;0.05;20;1;200;GAGNE;65;337;61;0;63;0;0;1;0;0.0;0.0;
400;20;20;0.05;19;1;200;GAGNE;153;249;112;0;151;0;0;1;0;0.0;0.0;
400;20;20;0.05;17;1;200;GAGNE;218;184;187;0;216;0;0;1;0;0.0;0.0;
400;20;20;0.05;23;1;200;GAGNE;50;352;42;0;48;0;0;1;0;0.0;0.0;
400;20;20;0.05;22;1;200;GAGNE;147;255;129;0;145;0;0;1;0;0.0;0.0;
400;20;20;0.05;23;1;200;GAGNE;250;152;199;0;248;0;0;1;0;0.0;0.0;
400;20;20;0.05;31;1;200;GAGNE;72;330;58;0;70;0;0;1;0;0.0;0.0;
400;20;20;0.05;19;1;200;GAGNE;239;163;192;0;237;0;0;1;0;0.0;0.0;
400;20;20;0.05;17;1;200;PERDU;2;-10;1;0;1;0;0;0;0;0.0;0.0;
400;20;20;0.05;20;1;200;GAGNE;255;147;216;0;253;0;0;1;0;0.0;0.0;
400;20;20;0.05;13;1;200;GAGNE;442;-40;359;0;440;0;0;1;0;0.0;0.0;
400;20;20;0.05;24;1;200;GAGNE;390;12;295;0;388;0;0;1;0;0.0;0.0;
400;20;20;0.05;14;1;200;GAGNE;515;-113;376;0;513;0;0;1;0;0.0;0.0;
400;20;20;0.05;31;1;200;GAGNE;331;71;242;0;329;0;0;1;0;0.0;0.0;
400;20;20;0.05;16;1;200;GAGNE;467;-65;366;0;465;0;0;1;0;0.0;0.0;
400;20;20;0.05;20;1;200;GAGNE;162;240;148;0;160;0;0;1;0;0.0;0.0;
400;20;20;0.05;18;1;200;GAGNE;287;115;249;0;285;0;0;1;0;0.0;0.0;
400;20;20;0.05;20;1;200;GAGNE;80;322;70;0;78;0;0;1;0;0.0;0.0;
