nbCaseTotal;nbCaseI;nbCaseJ;probaPuit;nbPuit;nbFlecheInitial;scoreInitial;etatJeuFinal;nbTours;scoreFinal;nbCaseVisitee;wumpusMort;nbMouvement;nbMouvementBloque;nbTir;nbRamasse;nbAbandon;tempsMoyenObservationIA;tempsMoyenDecisionIA;
400;20;20;0.1;33;1;200;PERDU;0;0;16;0;25;0;0;0;1;0.0;0.0;
400;20;20;0.1;36;1;200;PERDU;305;-313;204;0;304;0;0;0;0;0.0;0.0;
400;20;20;0.1;52;1;200;PERDU;15;-23;10;0;14;0;0;0;0;0.0;0.0;
400;20;20;0.1;49;1;200;PERDU;37;-45;25;0;36;0;0;0;0;0.0;0.0;
400;20;20;0.1;48;1;200;PERDU;93;-101;57;0;92;0;0;0;0;0.0;0.0;
400;20;20;0.1;33;1;200;GAGNE;181;221;146;0;179;0;0;1;0;0.0;0.0;
400;20;20;0.1;43;1;200;GAGNE;29;373;23;0;27;0;0;1;0;0.0;0.0;
400;20;20;0.1;34;1;200;GAGNE;213;189;167;0;211;0;0;1;0;0.0;0.0;
400;20;20;0.1;34;1;200;PERDU;507;-515;356;0;506;0;0;0;0;0.0;0.0;
400;20;20;0.1;40;1;200;PERDU;2;-10;1;0;1;0;0;0;0;0.0;0.0;
400;20;20;0.1;48;1;200;GAGNE;238;164;173;0;236;0;0;1;0;0.0;0.0;
400;20;20;0.1;37;1;200;PERDU;2;-10;1;0;1;0;0;0;0;0.0;0.0;
400;20;20;0.1;37;1;200;PERDU;0;0;223;0;340;0;0;0;1;0.0;0.0;
400;20;20;0.1;39;1;200;GAGNE;185;217;153;0;183;0;0;1;0;0.0;0.0;
400;20;20;0.1;40;1;200;PERDU;75;-83;47;0;74;0;0;0;0;0.0;0.0;
