nbCaseTotal;nbCaseI;nbCaseJ;probaPuit;nbPuit;nbFlecheInitial;scoreInitial;etatJeuFinal;nbTours;scoreFinal;nbCaseVisitee;wumpusMort;nbMouvement;nbMouvementBloque;nbTir;nbRamasse;nbAbandon;tempsMoyenObservationIA;tempsMoyenDecisionIA;
100;10;10;0.1;13;1;50;PERDU;2;-10;1;0;1;0;0;0;0;0.0;0.0;
100;10;10;0.1;10;1;50;PERDU;11;-19;6;0;10;0;0;0;0;0.0;0.0;
100;10;10;0.1;5;1;50;GAGNE;51;51;44;0;49;0;0;1;0;0.0;0.0;
100;10;10;0.1;11;1;50;GAGNE;46;56;38;0;44;0;0;1;0;0.0;0.0;
100;10;10;0.1;7;1;50;GAGNE;44;58;37;0;42;0;0;1;0;0.0;0.0;
100;10;10;0.1;7;1;50;GAGNE;42;60;36;0;40;0;0;1;0;0.0;0.0;
100;10;10;0.1;11;1;50;GAGNE;12;90;7;0;10;0;0;1;0;0.0;0.0;
100;10;10;0.1;12;1;50;PERDU;27;-35;18;0;26;0;0;0;0;0.0;0.0;
100;10;10;0.1;12;1;50;PERDU;17;-25;13;0;16;0;0;0;0;0.0;0.0;
100;10;10;0.1;7;1;50;GAGNE;60;42;45;0;58;0;0;1;0;0.0;0.0;
100;10;10;0.1;12;1;50;PERDU;84;-92;54;0;83;0;0;0;0;0.0;0.0;
100;10;10;0.1;13;1;50;GAGNE;6;96;4;0;4;0;0;1;0;0.0;0.0;
100;10;10;0.1;11;1;50;PERDU;2;-10;1;0;1;0;0;0;0;0.0;0.0;
100;10;10;0.1;11;1;50;GAGNE;42;60;31;0;40;0;0;1;0;0.0;0.0;
100;10;10;0.1;9;1;50;GAGNE;3;99;1;0;1;0;0;1;0;0.0;0.0;
100;10;10;0.1;16;1;50;GAGNE;37;65;29;0;35;0;0;1;0;0.0;0.0;
100;10;10;0.1;8;1;50;GAGNE;87;15;71;0;85;0;0;1;0;0.0;0.0;
100;10;10;0.1;6;1;50;GAGNE;45;57;31;0;43;0;0;1;0;0.0;0.0;
100;10;10;0.1;12;1;50;PERDU;2;-10;1;0;1;0;0;0;0;0.0;0.0;
100;10;10;0.1;5;1;50;GAGNE;92;10;67;0;90;0;0;1;0;0.0;0.0;
100;10;10;0.1;9;1;50;PERDU;125;-133;82;0;124;0;0;0;0;0.0;0.0;
100;10;10;0.1;10;1;50;PERDU;0;0;22;0;33;0;0;0;1;0.0;0.0;
100;10;10;0.1;10;1;50;PERDU;93;-101;58;0;92;0;0;0;0;0.0;0.0;
100;10;10;0.1;9;1;50;GAGNE;66;36;51;0;64;0;0;1;0;0.0;0.0;
100;10;10;0.1;9;1;50;GAGNE;84;18;59;0;82;0;0;1;0;0.0;0.0;
100;10;10;0.1;3;1;50;GAGNE;17;85;14;0;15;0;0;1;0;0.0;0.0;
100;10;10;0.1;16;1;50;PERDU;7;-15;4;0;6;0;0;0;0;0.0;0.0;
100;10;10;0.1;10;1;50;GAGNE;24;78;19;0;22;0;0;1;0;0.0;0.0;
100;10;10;0.1;6;1;50;GAGNE;64;38;49;0;62;0;0;1;0;0.0;0.0;
100;10;10;0.1;11;1;50;PERDU;5;-13;3;0;4;0;0;0;0;0.0;0.0;
