nbCaseTotal;nbCaseI;nbCaseJ;probaPuit;nbPuit;nbFlecheInitial;scoreInitial;etatJeuFinal;nbTours;nbMaxTours;scoreFinal;nbCaseVisitee;wumpusMort;nbMouvement;nbMouvementBloque;nbTir;nbRamasse;nbAbandon;tempsMoyenObservationIA;tempsMoyenDecisionIA;
400;20;20;0.0;0;5;200;GAGNE;234;4000;168;119;0;232;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;342;4000;60;171;0;340;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;582;4000;-180;291;0;580;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;57;4000;345;52;0;55;3;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;211;4000;191;103;0;209;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;608;4000;-206;295;0;606;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;91;4000;311;64;0;89;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;215;4000;187;107;0;213;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;22;4000;380;18;0;20;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;303;4000;99;153;0;301;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;59;4000;343;35;0;57;3;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;582;4000;-180;285;0;580;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;123;4000;279;74;0;121;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;431;4000;-29;218;0;429;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;732;4000;-330;353;0;730;37;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;14;4000;388;11;0;12;1;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;123;4000;279;74;0;121;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;19;4000;383;16;0;17;1;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;765;4000;-363;364;0;763;39;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;459;4000;-57;234;0;457;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;77;4000;325;50;0;75;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;521;4000;-119;252;0;519;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;806;4000;-404;383;0;804;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;469;4000;-67;235;0;467;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;401;4000;1;198;0;399;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;324;4000;78;165;0;322;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;91;4000;311;43;0;89;6;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;833;4000;-431;397;0;831;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;291;4000;111;154;0;289;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;823;4000;-421;394;0;821;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;153;4000;249;82;0;151;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;580;4000;-178;289;0;578;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;259;4000;143;130;0;257;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;587;4000;-185;290;0;585;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;649;4000;-247;314;0;647;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;205;4000;197;112;0;203;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;285;4000;117;148;0;283;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;126;4000;276;77;0;124;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;653;4000;-251;318;0;651;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;131;4000;271;65;0;129;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;478;4000;-76;231;0;476;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;133;4000;269;67;0;131;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;120;4000;282;71;0;118;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;334;4000;68;175;0;332;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;616;4000;-214;303;0;614;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;336;4000;66;165;0;334;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;495;4000;-93;248;0;493;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;587;4000;-185;290;0;585;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;322;4000;80;163;0;320;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;746;4000;-344;367;0;744;37;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;29;4000;373;25;0;27;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;81;4000;321;54;0;79;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;610;4000;-208;297;0;608;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;310;4000;92;160;0;308;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;647;4000;-245;312;0;645;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;465;4000;-63;240;0;463;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;580;4000;-178;289;0;578;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;817;4000;-415;394;0;815;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;596;4000;-194;299;0;594;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;373;4000;29;192;0;371;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;89;4000;313;44;0;87;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;668;4000;-266;329;0;666;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;668;4000;-266;333;0;666;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;343;4000;59;172;0;341;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;583;4000;-181;286;0;581;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;9;4000;393;6;0;7;1;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;25;4000;377;21;0;23;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;560;4000;-158;269;0;558;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;449;4000;-47;224;0;447;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;823;4000;-421;398;0;821;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;87;4000;315;60;0;85;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;283;4000;119;146;0;281;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;180;4000;222;93;0;178;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;772;4000;-370;371;0;770;39;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;397;4000;5;194;0;395;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;660;4000;-258;325;0;658;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;350;4000;52;179;0;348;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;638;4000;-236;320;0;636;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;527;4000;-125;258;0;525;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;295;4000;107;145;0;293;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;765;4000;-363;364;0;763;39;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;351;4000;51;180;0;349;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;617;4000;-215;304;0;615;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;517;4000;-115;248;0;515;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;219;4000;183;111;0;217;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;139;4000;263;73;0;137;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;127;4000;275;61;0;125;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;82;4000;320;55;0;80;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;375;4000;27;194;0;373;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;8;4000;394;6;0;6;0;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;697;4000;-295;340;0;695;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;138;4000;264;72;0;136;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;560;4000;-158;269;0;558;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;604;4000;-202;291;0;602;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;666;4000;-264;331;0;664;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;214;4000;188;121;0;212;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;481;4000;-79;234;0;479;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;399;4000;3;196;0;397;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;135;4000;267;86;0;133;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;144;4000;258;78;0;142;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;551;4000;-149;275;0;549;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;623;4000;-221;310;0;621;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;748;4000;-346;369;0;746;37;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;693;4000;-291;336;0;691;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;820;4000;-418;397;0;818;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;730;4000;-328;351;0;728;37;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;304;4000;98;154;0;302;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;525;4000;-123;256;0;523;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;366;4000;36;185;0;364;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;136;4000;266;87;0;134;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;524;4000;-122;255;0;522;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;459;4000;-57;234;0;457;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;285;4000;117;148;0;283;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;97;4000;305;70;0;95;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;806;4000;-404;383;0;804;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;580;4000;-178;289;0;578;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;169;4000;233;82;0;167;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;336;4000;66;177;0;334;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;127;4000;275;78;0;125;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;649;4000;-247;314;0;647;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;520;4000;-118;251;0;518;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;562;4000;-160;271;0;560;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;612;4000;-210;299;0;610;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;693;4000;-291;336;0;691;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;823;4000;-421;391;0;821;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;23;4000;379;19;0;21;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;605;4000;-203;292;0;603;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;268;4000;134;139;0;266;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;734;4000;-332;355;0;732;37;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;132;4000;270;66;0;130;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;391;4000;11;199;0;389;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;483;4000;-81;236;0;481;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;337;4000;65;166;0;335;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;384;4000;18;192;0;382;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;285;4000;117;148;0;283;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;332;4000;70;173;0;330;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;294;4000;108;144;0;292;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;579;4000;-177;288;0;577;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;74;4000;328;47;0;72;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;725;4000;-323;346;0;723;37;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;605;4000;-203;292;0;603;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;182;4000;220;95;0;180;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;575;4000;-173;284;0;573;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;537;4000;-135;261;0;535;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;11;4000;391;9;0;9;0;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;178;4000;224;107;0;176;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;455;4000;-53;221;0;453;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;310;4000;92;152;0;308;16;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;607;4000;-205;294;0;605;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;338;4000;64;167;0;336;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;773;4000;-371;372;0;771;39;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;705;4000;-303;345;0;703;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;225;4000;177;132;0;223;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;570;4000;-168;279;0;568;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;357;4000;45;176;0;355;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;559;4000;-157;268;0;557;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;517;4000;-115;248;0;515;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;563;4000;-161;272;0;561;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;131;4000;271;65;0;129;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;836;4000;-434;397;0;834;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;132;4000;270;66;0;130;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;780;4000;-378;379;0;778;39;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;285;4000;117;148;0;283;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;213;4000;189;120;0;211;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;614;4000;-212;301;0;612;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;51;4000;351;27;0;49;3;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;782;4000;-380;381;0;780;39;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;729;4000;-327;350;0;727;37;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;10;4000;392;6;0;8;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;217;4000;185;109;0;215;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;168;4000;234;81;0;166;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;441;4000;-39;216;0;439;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;585;4000;-183;288;0;583;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;349;4000;53;178;0;347;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;90;4000;312;45;0;88;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;163;4000;239;92;0;161;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;537;4000;-135;268;0;535;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;219;4000;183;111;0;217;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;695;4000;-293;338;0;693;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;379;4000;23;187;0;377;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;25;4000;377;21;0;23;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;540;4000;-138;271;0;538;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;18;4000;384;15;0;16;1;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;705;4000;-303;348;0;703;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;331;4000;71;172;0;329;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;658;4000;-256;323;0;656;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;34;4000;368;30;0;32;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;118;4000;284;69;0;116;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;587;4000;-185;296;0;585;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;93;4000;309;48;0;91;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;623;4000;-221;310;0;621;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;259;4000;143;130;0;257;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;569;4000;-167;278;0;567;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;234;4000;168;119;0;232;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;367;4000;35;186;0;365;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;237;4000;165;122;0;235;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;292;4000;110;142;0;290;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;820;4000;-418;397;0;818;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;419;4000;-17;216;0;417;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;538;4000;-136;269;0;536;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;737;4000;-335;358;0;735;37;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;290;4000;112;153;0;288;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;387;4000;15;195;0;385;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;471;4000;-69;246;0;469;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;424;4000;-22;211;0;422;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;45;4000;357;21;0;43;3;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;765;4000;-363;364;0;763;39;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;162;4000;240;91;0;160;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;291;4000;111;154;0;289;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;533;4000;-131;264;0;531;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;470;4000;-68;245;0;468;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;253;4000;149;124;0;251;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;175;4000;227;104;0;173;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;407;4000;-5;204;0;405;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;697;4000;-295;340;0;695;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;169;4000;233;98;0;167;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;176;4000;226;89;0;174;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;259;4000;143;144;0;257;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;157;4000;245;86;0;155;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;157;4000;245;86;0;155;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;386;4000;16;205;0;384;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;323;4000;79;164;0;321;17;0;1;0;0.0;0.0;
