nbCaseTotal;nbCaseI;nbCaseJ;probaPuit;nbPuit;nbFlecheInitial;scoreInitial;etatJeuFinal;nbTours;nbMaxTours;scoreFinal;nbCaseVisitee;wumpusMort;nbMouvement;nbMouvementBloque;nbTir;nbRamasse;nbAbandon;tempsMoyenObservationIA;tempsMoyenDecisionIA;
400;20;20;0.0;0;5;200;GAGNE;764;4000;-362;363;0;762;39;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;492;4000;-90;245;0;490;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;505;4000;-103;250;0;503;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;243;4000;159;128;0;241;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;527;4000;-125;258;0;525;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;408;4000;-6;205;0;406;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;710;4000;-308;353;0;708;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;450;4000;-48;225;0;448;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;8;4000;394;6;0;6;0;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;422;4000;-20;209;0;420;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;44;4000;358;39;0;42;3;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;682;4000;-280;325;0;680;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;731;4000;-329;352;0;729;37;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;408;4000;-6;205;0;406;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;492;4000;-90;245;0;490;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;7;4000;395;4;0;5;1;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;122;4000;280;73;0;120;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;249;4000;153;134;0;247;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;88;4000;314;43;0;86;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;611;4000;-209;298;0;609;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;341;4000;61;161;0;339;18;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;688;4000;-286;331;0;686;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;511;4000;-109;243;0;509;26;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;362;4000;40;181;0;360;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;533;4000;-131;264;0;531;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;154;4000;248;83;0;152;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;219;4000;183;126;0;217;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;533;4000;-131;264;0;531;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;226;4000;176;118;0;224;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;51;4000;351;46;0;49;3;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;794;4000;-392;393;0;792;39;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;611;4000;-209;298;0;609;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;811;4000;-409;385;0;809;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;140;4000;262;74;0;138;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;770;4000;-368;369;0;768;39;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;571;4000;-169;280;0;569;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;458;4000;-56;224;0;456;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;354;4000;48;173;0;352;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;20;4000;382;16;0;18;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;172;4000;230;85;0;170;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;614;4000;-212;301;0;612;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;217;4000;185;109;0;215;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;36;4000;366;32;0;34;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;126;4000;276;77;0;124;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;57;4000;345;33;0;55;3;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;612;4000;-210;299;0;610;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;567;4000;-165;276;0;565;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;275;4000;127;138;0;273;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;139;4000;263;73;0;137;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;362;4000;40;181;0;360;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;437;4000;-35;212;0;435;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;274;4000;128;137;0;272;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;242;4000;160;127;0;240;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;134;4000;268;68;0;132;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;694;4000;-292;337;0;692;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;285;4000;117;148;0;283;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;728;4000;-326;349;0;726;37;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;652;4000;-250;317;0;650;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;530;4000;-128;261;0;528;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;664;4000;-262;329;0;662;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;402;4000;0;199;0;400;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;495;4000;-93;248;0;493;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;437;4000;-35;212;0;435;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;705;4000;-303;348;0;703;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;334;4000;68;175;0;332;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;830;4000;-428;397;0;828;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;327;4000;75;168;0;325;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;551;4000;-149;282;0;549;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;322;4000;80;163;0;320;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;408;4000;-6;205;0;406;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;689;4000;-287;332;0;687;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;362;4000;40;181;0;360;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;56;4000;346;32;0;54;3;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;617;4000;-215;304;0;615;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;253;4000;149;138;0;251;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;331;4000;71;172;0;329;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;348;4000;54;177;0;346;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;142;4000;260;93;0;140;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;369;4000;33;188;0;367;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;266;4000;136;130;0;264;14;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;571;4000;-169;280;0;569;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;547;4000;-145;271;0;545;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;46;4000;356;41;0;44;3;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;575;4000;-173;284;0;573;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;492;4000;-90;245;0;490;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;4;4000;398;1;0;2;1;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;776;4000;-374;375;0;774;39;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;99;4000;303;54;0;97;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;331;4000;71;172;0;329;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;774;4000;-372;373;0;772;39;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;44;4000;358;39;0;42;3;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;266;4000;136;137;0;264;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;565;4000;-163;274;0;563;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;605;4000;-203;292;0;603;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;309;4000;93;159;0;307;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;27;4000;375;23;0;25;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;497;4000;-95;250;0;495;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;764;4000;-362;363;0;762;39;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;101;4000;301;56;0;99;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;236;4000;166;121;0;234;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;521;4000;-119;252;0;519;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;495;4000;-93;248;0;493;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;16;4000;386;12;0;14;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;836;4000;-434;399;0;834;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;277;4000;125;140;0;275;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;294;4000;108;157;0;292;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;688;4000;-286;331;0;686;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;610;4000;-208;297;0;608;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;428;4000;-26;225;0;426;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;621;4000;-219;308;0;619;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;64;4000;338;40;0;62;3;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;459;4000;-57;225;0;457;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;172;4000;230;101;0;170;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;261;4000;141;146;0;259;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;247;4000;155;132;0;245;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;739;4000;-337;360;0;737;37;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;292;4000;110;155;0;290;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;231;4000;171;116;0;229;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;819;4000;-417;389;0;817;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;335;4000;67;176;0;333;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;207;4000;195;114;0;205;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;18;4000;384;15;0;16;1;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;702;4000;-300;345;0;700;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;329;4000;73;170;0;327;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;689;4000;-287;332;0;687;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;535;4000;-133;266;0;533;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;505;4000;-103;258;0;503;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;215;4000;187;107;0;213;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;817;4000;-415;394;0;815;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;400;4000;2;197;0;398;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;129;4000;273;63;0;127;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;197;4000;205;104;0;195;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;658;4000;-256;323;0;656;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;492;4000;-90;245;0;490;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;272;4000;130;135;0;270;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;115;4000;287;66;0;113;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;152;4000;250;81;0;150;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;203;4000;199;110;0;201;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;489;4000;-87;242;0;487;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;645;4000;-243;310;0;643;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;57;4000;345;33;0;55;3;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;530;4000;-128;261;0;528;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;256;4000;146;127;0;254;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;688;4000;-286;331;0;686;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;429;4000;-27;216;0;427;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;503;4000;-101;256;0;501;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;555;4000;-153;279;0;553;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;783;4000;-381;382;0;781;39;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;590;4000;-188;293;0;588;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;828;4000;-426;397;0;826;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;613;4000;-211;300;0;611;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;591;4000;-189;300;0;589;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;365;4000;37;184;0;363;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;339;4000;63;168;0;337;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;331;4000;71;172;0;329;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;198;4000;204;105;0;196;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;95;4000;307;68;0;93;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;670;4000;-268;335;0;668;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;683;4000;-281;326;0;681;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;540;4000;-138;264;0;538;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;339;4000;63;180;0;337;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;16;4000;386;12;0;14;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;282;4000;120;145;0;280;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;51;4000;351;46;0;49;3;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;121;4000;281;72;0;119;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;88;4000;314;43;0;86;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;511;4000;-109;256;0;509;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;345;4000;57;174;0;343;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;607;4000;-205;294;0;605;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;415;4000;-13;202;0;413;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;580;4000;-178;289;0;578;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;773;4000;-371;372;0;771;39;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;782;4000;-380;381;0;780;39;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;371;4000;31;190;0;369;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;142;4000;260;76;0;140;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;18;4000;384;15;0;16;1;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;168;4000;234;81;0;166;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;269;4000;133;140;0;267;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;102;4000;300;57;0;100;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;380;4000;22;188;0;378;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;615;4000;-213;302;0;613;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;734;4000;-332;355;0;732;37;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;84;4000;318;57;0;82;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;23;4000;379;19;0;21;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;195;4000;207;102;0;193;11;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;278;4000;124;141;0;276;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;440;4000;-38;215;0;438;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;90;4000;312;63;0;88;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;481;4000;-79;234;0;479;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;30;4000;372;26;0;28;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;19;4000;383;15;0;17;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;3;4000;399;1;0;1;0;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;261;4000;141;146;0;259;13;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;611;4000;-209;298;0;609;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;320;4000;82;161;0;318;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;805;4000;-403;382;0;803;41;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;666;4000;-264;331;0;664;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;124;4000;278;75;0;122;7;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;534;4000;-132;265;0;532;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;29;4000;373;25;0;27;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;369;4000;33;188;0;367;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;404;4000;-2;201;0;402;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;296;4000;106;146;0;294;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;423;4000;-21;210;0;421;21;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;100;4000;302;55;0;98;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;484;4000;-82;237;0;482;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;435;4000;-33;210;0;433;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;323;4000;79;164;0;321;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;524;4000;-122;255;0;522;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;328;4000;74;169;0;326;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;78;4000;324;51;0;76;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;184;4000;218;92;0;182;10;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;101;4000;301;74;0;99;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;651;4000;-249;316;0;649;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;102;4000;300;57;0;100;5;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;282;4000;120;145;0;280;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;652;4000;-250;317;0;650;33;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;732;4000;-330;353;0;730;37;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;389;4000;13;208;0;387;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;699;4000;-297;342;0;697;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;382;4000;20;201;0;380;19;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;575;4000;-173;284;0;573;29;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;707;4000;-305;347;0;705;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;746;4000;-344;367;0;744;37;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;17;4000;385;14;0;15;1;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;500;4000;-98;245;0;498;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;446;4000;-44;221;0;444;23;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;492;4000;-90;245;0;490;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;332;4000;70;161;0;330;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;603;4000;-201;290;0;601;31;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;157;4000;245;86;0;155;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;683;4000;-281;326;0;681;35;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;294;4000;108;157;0;292;15;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;182;4000;220;95;0;180;9;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;47;4000;355;42;0;45;3;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;38;4000;364;34;0;36;2;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;555;4000;-153;279;0;553;27;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;507;4000;-105;252;0;505;25;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;345;4000;57;174;0;343;17;0;1;0;0.0;0.0;
400;20;20;0.0;0;5;200;GAGNE;27;4000;375;23;0;25;2;0;1;0;0.0;0.0;
