nbCaseTotal;nbCaseI;nbCaseJ;probaPuit;nbPuit;nbFlecheInitial;scoreInitial;etatJeuFinal;nbTours;scoreFinal;nbCaseVisitee;wumpusMort;nbMouvement;nbMouvementBloque;nbTir;nbRamasse;nbAbandon;tempsMoyenObservationIA;tempsMoyenDecisionIA;
100;10;10;0.1;12;1;50;GAGNE;84;18;65;0;82;0;0;1;0;0.0;0.0;
100;10;10;0.1;10;1;50;PERDU;2;-10;1;0;1;0;0;0;0;0.0;0.0;
100;10;10;0.1;12;1;50;PERDU;78;-86;49;0;77;0;0;0;0;0.0;0.0;
100;10;10;0.1;8;1;50;GAGNE;63;39;52;0;61;0;0;1;0;0.0;0.0;
100;10;10;0.1;10;1;50;PERDU;110;-118;71;0;109;0;0;0;0;0.0;0.0;
100;10;10;0.1;9;1;50;GAGNE;39;63;26;0;37;0;0;1;0;0.0;0.0;
100;10;10;0.1;9;1;50;PERDU;0;0;87;0;112;0;0;0;1;0.0;0.0;
100;10;10;0.1;4;1;50;GAGNE;7;95;5;0;5;0;0;1;0;0.0;0.0;
100;10;10;0.1;8;1;50;PERDU;139;-147;82;0;138;0;0;0;0;0.0;0.0;
100;10;10;0.1;11;1;50;GAGNE;31;71;21;0;29;0;0;1;0;0.0;0.0;
100;10;10;0.1;9;1;50;GAGNE;93;9;56;0;91;0;0;1;0;0.0;0.0;
100;10;10;0.1;9;1;50;GAGNE;71;31;58;0;69;0;0;1;0;0.0;0.0;
100;10;10;0.1;10;1;50;GAGNE;104;-2;73;0;102;0;0;1;0;0.0;0.0;
100;10;10;0.1;6;1;50;PERDU;66;-74;45;0;65;0;0;0;0;0.0;0.0;
100;10;10;0.1;18;1;50;PERDU;36;-44;26;0;35;0;0;0;0;0.0;0.0;
100;10;10;0.1;11;1;50;GAGNE;12;90;9;0;10;0;0;1;0;0.0;0.0;
100;10;10;0.1;10;1;50;GAGNE;115;-13;73;0;113;0;0;1;0;0.0;0.0;
100;10;10;0.1;5;1;50;GAGNE;135;-33;87;0;133;0;0;1;0;0.0;0.0;
100;10;10;0.1;10;1;50;GAGNE;109;-7;75;0;107;0;0;1;0;0.0;0.0;
100;10;10;0.1;12;1;50;PERDU;2;-10;1;0;1;0;0;0;0;0.0;0.0;
100;10;10;0.1;6;1;50;PERDU;2;-10;1;0;1;0;0;0;0;0.0;0.0;
100;10;10;0.1;14;1;50;GAGNE;46;56;28;0;44;0;0;1;0;0.0;0.0;
100;10;10;0.1;6;1;50;GAGNE;11;91;8;0;9;0;0;1;0;0.0;0.0;
100;10;10;0.1;9;1;50;GAGNE;36;66;30;0;34;0;0;1;0;0.0;0.0;
100;10;10;0.1;9;1;50;GAGNE;92;10;65;0;90;0;0;1;0;0.0;0.0;
100;10;10;0.1;7;1;50;GAGNE;35;67;29;0;33;0;0;1;0;0.0;0.0;
100;10;10;0.1;12;1;50;PERDU;2;-10;1;0;1;0;0;0;0;0.0;0.0;
100;10;10;0.1;7;1;50;GAGNE;9;93;5;0;7;0;0;1;0;0.0;0.0;
100;10;10;0.1;14;1;50;GAGNE;100;2;63;0;98;0;0;1;0;0.0;0.0;
100;10;10;0.1;10;1;50;GAGNE;12;90;9;0;10;0;0;1;0;0.0;0.0;
100;10;10;0.1;10;1;50;PERDU;96;-104;64;0;95;0;0;0;0;0.0;0.0;
100;10;10;0.1;7;1;50;GAGNE;3;99;1;0;1;0;0;1;0;0.0;0.0;
100;10;10;0.1;14;1;50;PERDU;9;-17;6;0;8;0;0;0;0;0.0;0.0;
100;10;10;0.1;14;1;50;PERDU;9;-17;6;0;8;0;0;0;0;0.0;0.0;
100;10;10;0.1;16;1;50;GAGNE;22;80;19;0;20;0;0;1;0;0.0;0.0;
